,0
1615,"['navy', 'used', 'cruise', 'target', 'fuel', 'depot', 'city', 'west']"
1616,['thing']
1617,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1618,"['map', 'approximate', 'situation', 'breaking']"
1619,"['swirl', 'projectile', 'direct', 'hit', 'source']"
1620,"['us', 'almost', 'every', 'move', 'made', 'probably', 'via']"
1621,"['russia', 'grad', 'today', 'phase', 'two', 'concentrate', 'east']"
1622,"['white', 'house', 'trump', 'time', 'enter', 'news', 'trump']"
1623,"['recent', 'contribution', 'regarding', 'russia', 'actually', 'part', 'world', 'currently']"
1624,"['guide', 'go']"
1625,['finally']
1626,"['opinion', 'miscalculate', 'new', 'york', 'times']"
1627,['must']
1628,"['three', 'different', 'defensive']"
1629,['corruption']
1630,"['city', 'march']"
1631,"['city', 'march']"
1632,"['oil', 'tumble', 'barrel', 'massive', 'release']"
1633,"['complete', 'closure', 'border', 'ambassador']"
1634,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1635,"['map', 'approximate', 'situation', 'breaking']"
1636,"['video', 'class', 'cruiser', 'water', 'line']"
1637,"['go', 'war', 'sell']"
1638,"['drove', 'without', 'radiation', 'highly', 'toxic', 'zone', 'red', 'forest', 'kicking', 'radioactive', 'dust', 'radioactive', 'nuclear', 'energy', 'russia']"
1639,"['hit', 'building']"
1640,"['thread', 'russia', 'invasion', 'march']"
1641,"['stood', 'ground']"
1642,"['china', 'russia', 'working', 'new', 'world', 'order', 'president', 'leading', 'way', 'paying', 'attention', 'eu', 'russia']"
1643,"['data', 'sensitive']"
1644,"['three', 'different', 'defensive']"
1645,['thing']
1646,"['shah', 'china', 'tried', 'make', 'world', 'politics', 'try', 'make', 'replace', 'understand']"
1647,"['ai', 'lady', 'charity', 'piece', 'donated', 'directly', 'refugee', 'ai']"
1648,"['detailed', 'map', 'situation']"
1649,"['kremlin', 'days']"
1650,"['heart', 'evil']"
1651,"['therein', 'movie', 'c', 'n', 'blue']"
1652,"['democracy', 'priority', 'trump', 'rand', 'rick', 'russia', 'trump']"
1653,"['guide', 'go']"
1654,"['stuff', 'back', 'imagine', 'outrage', 'russia', 'kremlin']"
1655,"['first', 'time', 'saw', 'traffic']"
1656,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1657,"['liberate', 'go', 'got', 'go', 'go', 'go']"
1658,"['treating', 'hypothermia', 'information', 'red', 'cross', 'first', 'aid', 'hypothermia', 'frostbite', 'go']"
1659,"['buried', 'sons', 'side', 'side', 'reserved', 'father']"
1660,"['guide', 'go']"
1661,"['origin', 'country', 'turkey', 'first', 'spotted', 'russia', 'spotted']"
1662,"['use', 'pro', 'face']"
1663,"['ago', 'new', 'plan', 'annex', 'southern', 'coast', 'russia', 'leaving', 'simply', 'return', 'soon', 'concentrate']"
1664,['trump']
1665,"['another', 'military', 'convoy', 'today', 'sam', 'system']"
1666,"['apparently', 'leader']"
1667,"['random', 'trump', 'trump', 'gif']"
1668,"['key', 'point', 'possible', 'total', 'russia', 'go', 'home', 'talk']"
1669,"['russia', 'saying', 'remove', 'russia', 'actually', 'removing', 'different', 'still', 'loud', 'west', 'still', 'goes', 'sleep']"
1670,"['shot', 'aircraft', 'personal', 'war', 'spy', 'chief', 'russia', 'k']"
1671,"['opulent', 'upscale', 'enhance', 'trump']"
1672,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1673,"['mint', 'mint', 'price', 'keep', 'herd', 'going', 'full', 'force', 'milestone', 'around', 'corner', 'along', 'launch', 'mint']"
1674,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1675,"['inflation', 'food']"
1676,"['hope', 'made', 'war', 'around', 'invasion', 'leader']"
1677,['latest']
1678,"['retreating', 'quietly', 'loud', 'tonight']"
1679,['usually']
1680,"['china', 'russia', 'working', 'new', 'world', 'order', 'president', 'leading', 'way', 'paying', 'attention', 'eu', 'russia']"
1681,"['ca', 'understand', 'would', 'go', 'along', 'trump']"
1682,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1683,"['need', 'anti', 'armor', 'anti', 'tank', 'surface', 'air', 'per', 'gen', 'effectiveness', 'far', 'russia']"
1684,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1685,"['buy', 'like', 'opinion', 'man', 'rocket', 'league']"
1686,"['get', 'capital', 'least', 'days', 'drive', 'long', 'many']"
1687,"['get', 'capital', 'least', 'days', 'drive', 'long', 'many']"
1688,"['get', 'capital', 'least', 'days', 'drive', 'long', 'many']"
1689,"['russia', 'central', 'bank', 'gold']"
1690,"['received', 'feedback', 'pro', 'people', 'china', 'found']"
1691,"['thank', 'anonymous']"
1692,"['russia', 'grad', 'today', 'phase', 'two', 'concentrate', 'east']"
1693,"['according', 'un', 'million', 'another', 'million', 'internally', 'invasion']"
1694,"['map', 'approximate', 'situation', 'breaking']"
1695,"['update', 'satellite', 'image', 'confirming', 'claim', 'confirmed', 'spokesman', 'international', 'committee', 'red', 'cross', 'building', 'red', 'cross', 'building']"
1696,"['peach', 'voice', 'march', 'bookworm', 'fantasy', 'fi', 'epic', 'poetry', 'adventure', 'e']"
1697,"['foreign', 'minister', 'east', 'china', 'province', 'third', 'meeting', 'foreign', 'neighboring', 'news', 'agency', 'according', 'foreign', 'ministry', 'pic', 'via']"
1698,"['retreating', 'quietly', 'loud', 'tonight']"
1699,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1700,"['attention', 'turns', 'region', 'russia', 'regional', 'control', 'russia', 'news']"
1701,"['via', 'eric', 'beat', 'wife', 'may', 'back', 'senate', 'bid', 'anyway', 'report', 'politics', 'trump', 'corruption']"
1702,"['letter', 'editor', 'today', 'post']"
1703,"['also', 'trump', 'still', 'refer', 'current', 'guy', 'puppet', 'even', 'though', 'russia', 'trump', 'partner']"
1704,"['eu', 'saw', 'saker', 'site']"
1705,['script']
1706,"['commission', 'new', 'russia', 'gas', 'ultimatum']"
1707,"['thinking', 'tonight']"
1708,['check']
1709,"['via', 'eric', 'beat', 'wife', 'may', 'back', 'senate', 'bid', 'anyway', 'report', 'politics', 'trump', 'corruption']"
1710,"['provide', 'million', 'direct', 'budgetary', 'aid']"
1711,"['retreating', 'quietly', 'loud', 'tonight']"
1712,"['everyone', 'watch', 'documentary', 'happening', 'real', 'time']"
1713,"['village', 'near', 'pushing', 'back', 'via']"
1714,"['daily', 'life', 'suburb', 'fierce', 'bombardment']"
1715,"['map', 'approximate', 'situation', 'breaking']"
1716,"['soon', 'radioactive', 'get', 'russia']"
1717,"['russia', 'grad', 'today', 'phase', 'two', 'concentrate', 'east']"
1718,"['people', 'choose']"
1719,"['new', 'leaving']"
1720,"['consider', 'sent']"
1721,"['ca', 'type', 'without', 'turning', 'russia']"
1722,"['twitter', 'world', 'lulu', 'lulu']"
1723,"['people', 'choose']"
1724,"['complete', 'closure', 'border', 'ambassador']"
1725,"['rush', 'since', 'start', 'trump', 'tax', 'investigation']"
1726,"['president', 'met', 'reed', 'former', 'us', 'marine', 'serving', 'nine', 'year', 'prison', 'term', 'russia', 'white', 'house', 'said']"
1727,"['complete', 'closure', 'border', 'ambassador']"
1728,"['russia', 'invasion', 'us', 'un', 'irrelevant']"
1729,"['prepare', 'make', 'prepare', 'razor', 'wire', 'service', 'every', 'mile', 'every', 'direction', 'resident', 'gas', 'red', 'state', 'militia', 'embargo', 'prepare', 'today']"
1730,"['analysis', 'march', 'several', 'naval', 'port', 'intelligence', 'russia', 'navy', 'cruiser', 'corvette', 'submarine']"
1731,"['meanwhile', 'pimp', 'russia', 'supply', 'rabid', 'prey', 'upon']"
1732,"['soon', 'radioactive', 'get', 'russia']"
1733,"['previously', 'unseen', 'rare', 'footage', 'sam', 'system', 'use', 'apparently', 'target', 'whether', 'jet', 'drone', 'missile', 'unknown', 'location', 'date', 'unknown']"
1734,[]
1735,"['village', 'near', 'pushing', 'back', 'via']"
1736,"['complete', 'closure', 'border', 'ambassador']"
1737,"['complete', 'closure', 'border', 'ambassador']"
1738,"['million', 'direct', 'budgetary', 'aid', 'government', 'use', 'money', 'military', 'spending', 'humanitarian', 'goods', 'fund', 'government', 'decamp', 'russia']"
1739,"['video', 'month', 'war', 'watch', 'key']"
1740,['works']
1741,['took']
1742,"['gon', 'na', 'impeach', 'got', 'receipts', 'time', 'russia', 'discord']"
1743,"['hit', 'building', 'russia']"
1744,"['president', 'met', 'reed', 'former', 'us', 'marine', 'serving', 'nine', 'year', 'prison', 'term', 'russia', 'white', 'house', 'said']"
1745,"['seen', 'video', 'today']"
1746,"['march', 'region', 'able', 'evacuate', 'transport', 'according', 'deputy', 'head', 'office', 'president']"
1747,"['way', 'need', 'break']"
1748,"['bet', 'plus']"
1749,"['standing', 'global', 'citizen', 'refugee', 'campaign', 'via']"
1750,['return']
1751,"['president', 'trump', 'dad', 'must', 'given', 'veto', 'anyone', 'teaching', 'far', 'left', 'gender', 'school', 'without', 'parental', 'consent', 'patriot', 'conservative']"
1752,"['previously', 'unseen', 'rare', 'footage', 'sam', 'system', 'use', 'apparently', 'target', 'whether', 'jet', 'drone', 'missile', 'unknown', 'location', 'date', 'unknown']"
1753,"['image', 'former', 'soldier', 'member', 'foreign', 'legion', 'somewhere', 'north', 'russia']"
1754,"['sent', 'anti', 'tank', 'grenade']"
1755,"['get', 'capital', 'least', 'days', 'drive', 'long', 'many']"
1756,"['map', 'approximate', 'situation', 'breaking']"
1757,"['rogan', 'liberation']"
1758,"['update', 'satellite', 'image', 'confirming', 'claim', 'confirmed', 'spokesman', 'international', 'committee', 'red', 'cross', 'building', 'red', 'cross', 'building']"
1759,"['film', 'director', 'reporter', 'documentary', 'life', 'people', 'showing', 'army', 'shelling', 'civilian', 'eastern']"
1760,"['trump', 'early', 'surveillance', 'links']"
1761,"['random', 'trump', 'trump', 'gif']"
1762,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1763,['house']
1764,"['waiting', 'us', 'exclusive', 'refugee']"
1765,"['legislature', 'residency', 'bill', 'would', 'disqualify', 'trump', 'backed', 'candidate', 'via', 'trump']"
1766,"['army', 'bombed', 'building', 'marked', 'red', 'cross', 'south']"
1767,"['update', 'satellite', 'image', 'confirming', 'claim', 'confirmed', 'spokesman', 'international', 'committee', 'red', 'cross', 'building', 'red', 'cross', 'building']"
1768,"['russia', 'central', 'bank', 'gold']"
1769,"['treating', 'hypothermia', 'information', 'red', 'cross', 'first', 'aid', 'hypothermia', 'frostbite', 'go']"
1770,"['gon', 'na', 'impeach', 'got', 'receipts', 'time', 'russia', 'discord']"
1771,"['shah', 'china', 'tried', 'make', 'world', 'politics', 'try', 'make', 'replace', 'understand']"
1772,"['military', 'drifting', 'naval', 'mine', 'away', 'id', 'yam', 'put', 'service', 'however', 'tell', 'us', 'company']"
1773,[]
1774,"['map', 'approximate', 'situation', 'breaking']"
1775,"['backed', 'self', 'people', 'republic', 'eastern', 'may', 'consider', 'joining', 'russia', 'region', 'news', 'outlet', 'separatist', 'leader', 'saying']"
1776,"['inside', 'russia', 'watch', 'full', 'documentary']"
1777,"['absolutely', 'achieve', 'de', 'goal', 'look', 'army', 'de', 'armed', 'one', 'invader', 'time']"
1778,"['turned', 'another', 'military', 'base', 'russia', 'accordingly']"
1779,"['today', 'deadline', 'gas', 'dollar', 'let', 'see', 'going', 'blink', 'first', 'russia', 'eu']"
1780,"['russia', 'invasion', 'us', 'un', 'irrelevant']"
1781,['russia']
1782,['days']
1783,"['tweet', 'independently', 'fact', 'checked', 'accurate', 'politics']"
1784,"['precise', 'still', 'hunting', 'oil']"
1785,"['march', 'naval', 'military']"
1786,"['complete', 'closure', 'border', 'ambassador']"
1787,"['previously', 'unseen', 'rare', 'footage', 'sam', 'system', 'use', 'apparently', 'target', 'whether', 'jet', 'drone', 'missile', 'unknown', 'location', 'date', 'unknown']"
1788,['script']
1789,"['need', 'get']"
1790,"['get', 'liberate', 'go']"
1791,"['new', 'meeting', 'foreign', 'formin']"
1792,['vote']
1793,"['meanwhile', 'much', 'classified', 'sitting', 'mar', 'made', 'way', 'prince']"
1794,"['russia', 'invasion', 'us', 'un', 'irrelevant']"
1795,"['twitter', 'remind', 'bootleg', 'cable', 'early']"
1796,"['turkey', 'go', 'away', 'turkey', 'russia', 'war']"
1797,"['ya', 'got', 'ta', 'wonder', 'thumb', 'either', 'getting', 'one', 'kickback', 'black', 'tell', 'us', 'kind', 'leverage', 'hold']"
1798,"['thank', 'anonymous']"
1799,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1800,"['complete', 'closure', 'border', 'ambassador']"
1801,"['start', 'withdraw', 'us', 'russia']"
1802,"['seen', 'video', 'today']"
1803,"['china', 'russia', 'working', 'new', 'world', 'order', 'president', 'leading', 'way', 'paying', 'attention', 'eu', 'russia']"
1804,"['complete', 'closure', 'border', 'ambassador']"
1805,"['previously', 'unseen', 'rare', 'footage', 'sam', 'system', 'use', 'apparently', 'target', 'whether', 'jet', 'drone', 'missile', 'unknown', 'location', 'date', 'unknown']"
1806,"['complete', 'closure', 'border', 'ambassador']"
1807,"['graphic', 'foot', 'remains', 'soldier', 'field', 'eastern', 'russia']"
1808,"['map', 'approximate', 'situation', 'breaking']"
1809,"['russia', 'invasion', 'us', 'un', 'irrelevant']"
1810,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1811,"['war', 'latest', 'news', 'head', 'refusing', 'carry', 'misled', 'military', 'performance', 'live']"
1812,"['film', 'director', 'reporter', 'documentary', 'life', 'people', 'showing', 'army', 'shelling', 'civilian', 'eastern']"
1813,"['eu', 'agreed', 'major', 'gas', 'deal', 'cut', 'dependence', 'gas']"
1814,"['russia', 'retaliatory', 'business', 'needs', 'know', 'protect']"
1815,"['latest', 'come', 'provide', 'striking', 'illustration', 'life', 'living']"
1816,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1817,"['soldier', 'grandma', 'tell', 'invasion', 'really']"
1818,"['map', 'approximate', 'situation', 'breaking']"
1819,"['third', 'weekly', 'close', 'k', 'new', 'market', 'cap', 'record', 'russia']"
1820,"['video', 'force', 'streets', 'city', 'russia', 'cave', 'remain', 'queen', 'old']"
1821,"['foreign', 'minister', 'side', 'focus', 'global', 'geopolitical', 'situation', 'wake', 'invasion', 'world', 'russia']"
1822,"['small', 'cap', 'lunch', 'wrap', 'taking', 'mask', 'wearing', 'whole', 'new', 'level', 'today', 'russia', 'china']"
1823,"['army', 'bombed', 'building', 'marked', 'red', 'cross', 'south']"
1824,"['turkey', 'go', 'away', 'turkey', 'russia', 'war']"
1825,"['complete', 'closure', 'border', 'ambassador']"
1826,"['check', 'art']"
1827,"['china', 'russia', 'working', 'new', 'world', 'order', 'president', 'leading', 'way', 'paying', 'attention', 'eu', 'russia']"
1828,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1829,"['newscaster', 'us', 'regime', 'change', 'install', 'partner', 'trump', 'president', 'obvious', 'since', 'russia', 'preferred', 'working']"
1830,"['anonymous', 'message']"
1831,"['revealed', 'trump', 'used', 'white', 'house', 'phone', 'call', 'official', 'log', 'guardian', 'via', 'trump']"
1832,"['complete', 'closure', 'border', 'ambassador']"
1833,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1834,"['cargo', 'truck', 'said', 'loaded', 'ammo', 'respectively', 'month']"
1835,"['still', 'remain', 'country', 'living']"
1836,"['downtown', 'afternoon']"
1837,"['president', 'misled', 'senior', 'afraid', 'tell', 'truth', 'white', 'house', 'official']"
1838,"['every', 'nightingale', 'hidden', 'message', 'remember', 'generation', 'generation']"
1839,"['touching', 'video', 'grandmother', 'armed']"
1840,"['show', 'explosion', 'ammunition', 'depot', 'city']"
1841,"['ago', 'new', 'plan', 'annex', 'southern', 'coast', 'russia', 'leaving', 'simply', 'return', 'soon', 'concentrate']"
1842,"['complete', 'closure', 'border', 'ambassador']"
1843,"['russia', 'central', 'bank', 'gold']"
1844,"['met', 'liberate', 'settlement', 'control']"
1845,"['red', 'cross', 'society', 'international', 'committee', 'red', 'cross', 'different', 'exclusively', 'national', 'mandate', 'works', 'territory', 'full', 'text', 'available']"
1846,"['come', 'take', 'look', 'one', 'piece', 'far', 'testing', 'platform', 'art']"
1847,"['analysis', 'march', 'several', 'naval', 'port', 'intelligence', 'russia', 'navy', 'cruiser', 'corvette', 'submarine']"
1848,"['random', 'trump', 'trump', 'gif']"
1849,"['reading', 'stirring', 'always', 'eye', 'roll']"
1850,"['evidence', 'cease', 'fire', 'live', 'news']"
1851,"['new', 'check']"
1852,"['army', 'bombed', 'building', 'marked', 'red', 'cross', 'south']"
1853,"['still', 'remain', 'country', 'living']"
1854,"['battalion', 'battalion', 'legendary', 'anti', 'fascist', 'commander', 'hoist', 'flag', 'battalion', 'administration', 'district', 'russia']"
1855,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1856,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1857,"['remember', 'traitor', 'russia', 'dirt']"
1858,"['prove', 'fascism', 'since', 'least', 'fascism']"
1859,"['previously', 'unseen', 'rare', 'footage', 'sam', 'system', 'use', 'apparently', 'target', 'whether', 'jet', 'drone', 'missile', 'unknown', 'location', 'date', 'unknown']"
1860,"['misled', 'white', 'house', 'russia']"
1861,"['instead', 'thousand']"
1862,"['waiting', 'us', 'exclusive', 'refugee']"
1863,"['soon', 'radioactive', 'get', 'russia']"
1864,"['detailed', 'map', 'situation']"
1865,"['chairman', 'republican', 'party']"
1866,"['notice', 'trump', 'first', 'instinct', 'lie', 'everyone', 'everyone']"
1867,"['need', 'get']"
1868,"['time', 'diet']"
1869,"['oil', 'purchase', 'russia']"
1870,"['another', 'group', 'unit', 'h']"
1871,"['new', 'joe', 'family', 'crime']"
1872,"['hit', 'temporary', 'military', 'encampment', 'outside', 'russia', 'village', 'city', 'said', 'state', 'run', 'news', 'agency', 'tass']"
1873,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1874,"['march', 'region', 'able', 'evacuate', 'transport', 'according', 'deputy', 'head', 'office', 'president']"
1875,"['russia', 'grad', 'today', 'phase', 'two', 'concentrate', 'east']"
1876,"['complete', 'closure', 'border', 'ambassador']"
1877,"['thousand', 'received', 'army', 'russia', 'news']"
1878,"['deep', 'night', 'onwards', 'light']"
1879,['return']
1880,"['grade', 'wrote', 'wordle', 'style', 'ending', 'brief', 'discussion']"
1881,"['multiple', 'camera', 'catch', 'us', 'live', 'channel']"
1882,"['column', 'three', 'streets', 'village', 'north']"
1883,"['close', 'ambassador', 'said', 'according', 'also', 'close', 'russia']"
1884,"['russia', 'invasion', 'us', 'un', 'irrelevant']"
1885,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1886,"['another', 'group', 'unit', 'h']"
1887,"['crossed', 'border', 'today', 'go', 'back', 'home']"
1888,"['armored', 'vehicle', 'little', 'flip', 'running']"
1889,"['least', 'according', 'open', 'source', 'intelligence', 'keeping', 'score', 'source']"
1890,"['video', 'one', 'time', 'someone', 'actually', 'traveled', 'buzzer', 'site', 'right', 'outside', 'radio', 'russia']"
1891,"['russia', 'keep', 'gas', 'export', 'unchanged', 'switch']"
1892,"['organized', 'go', 'humanitarian', 'aid', 'homemade', 'food', 'available']"
1893,"['shah', 'china', 'tried', 'make', 'world', 'politics', 'try', 'make', 'replace', 'understand']"
1894,"['shah', 'china', 'tried', 'make', 'world', 'politics', 'try', 'make', 'replace', 'understand']"
1895,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1896,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1897,"['pullback', 'watchdog', 'watch']"
1898,"['let', 'recall', 'russia', 'finland', 'war']"
1899,"['humanity', 'also', 'morality', 'strategy', 'obliged', 'defend', 'militarily', 'heavy', 'russia', 'people', 'streets', 'shout']"
1900,"['check', 'new', 'project']"
1901,"['another', 'map', 'day', 'russia']"
1902,"['intelligence', 'new', 'map', 'russia']"
1903,"['previously', 'unseen', 'rare', 'footage', 'sam', 'system', 'use', 'apparently', 'target', 'whether', 'jet', 'drone', 'missile', 'unknown', 'location', 'date', 'unknown']"
1904,"['world', 'going', 'let', 'new', 'genocide', 'evil']"
1905,['evacuate']
1906,"['oil', 'almost', 'release', 'crude', 'crude', 'brent']"
1907,"['complete', 'closure', 'border', 'ambassador']"
1908,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership']"
1909,"['today', 'biggest', 'key', 'ripple']"
1910,"['another', 'group', 'unit', 'h']"
1911,"['pow', 'near', 'east']"
1912,"['home', 'realtor', 'sell', 'value', 'supply', 'big', 'ask', 'housing', 'budget']"
1913,"['nuclear', 'report']"
1914,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1915,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1916,"['perform', 'live', 'convert']"
1917,"['mint', 'come']"
1918,"['senator', 'working']"
1919,"['throw', 'art', 'collectible', 'mint']"
1920,"['graphic', 'city', 'arrival', 'russia', 'measure', 'video', 'via']"
1921,"['man', 'aged', 'much', 'month', 'heart']"
1922,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1923,['script']
1924,"['major', 'development', 'one', 'step', 'toward', 'finland', 'officially', 'membership', 'also', 'without', 'referendum', 'finland', 'alliance', 'decision', 'made', 'much', 'sooner', 'russia']"
1925,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1926,"['seen', 'lot', 'life', 'say', 'seen']"
1927,"['plane', 'location', 'location', 'near', 'russia', 'traveled', 'distance', 'yacht']"
1928,"['link', 'video', 'sniper']"
1929,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1930,"['international', 'news', 'must', 'get', 'back', 'course', 'elusive', 'discuss', 'neutrality', 'china', 'host']"
1931,['russia']
1932,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1933,['bunch']
1934,"['check', 'new', 'project']"
1935,['bunch']
1936,"['anyone', 'let', 'call', 'cash', 'young', 'men', 'job', 'starved', 'act']"
1937,"['wonder', 'us', 'would', 'react', 'puppet', 'president', 'armed', 'trained', 'cartel']"
1938,"['throw', 'art', 'collectible', 'mint']"
1939,"['army', 'bombed', 'hospital', 'building', 'marked', 'red', 'cross', 'sign']"
1940,"['song', 'people', 'check', 'video', 'bridge', 'water']"
1941,"['cargo', 'truck', 'said', 'loaded', 'ammo', 'respectively', 'month']"
1942,"['throw', 'art', 'collectible', 'mint']"
1943,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1944,"['detailed', 'map', 'situation']"
1945,"['army', 'bombed', 'building', 'marked', 'red', 'cross', 'south']"
1946,"['russia', 'grad', 'today', 'phase', 'two', 'concentrate', 'east']"
1947,"['russia', 'foreign']"
1948,"['official', 'send', 'nuclear', 'russia']"
1949,"['map', 'recent', 'russia', 'north', 'east', 'south', 'front']"
1950,"['thank', 'anonymous']"
1951,"['could', 'would', 'al', 'use', 'emergency', 'shut', 'think', 'would', 'power', 'trip', 'song', 'video', 'power', 'trip']"
1952,"['shah', 'china', 'tried', 'make', 'world', 'politics', 'try', 'make', 'replace', 'understand']"
1953,"['pentagon', 'withdrawing', 'nuclear', 'site']"
1954,"['foreign', 'minister', 'visit', 'foreign', 'minister', 'set', 'begin', 'two', 'day', 'official', 'visit', 'today']"
1955,"['russia', 'central', 'bank', 'gold']"
1956,"['video', 'brigade', 'region']"
1957,"['throw', 'art', 'collectible', 'mint']"
1958,"['china', 'foreign', 'minister', 'wang', 'told', 'china', 'willing', 'advance', 'even', 'higher', 'level', 'presume', 'beyond', 'genocide', 'slaughter']"
1959,"['cloud', 'data', 'section']"
1960,"['us', 'deputy', 'secretary', 'state', 'russia', 'allies', 'secretary', 'russia', 'world', 'us']"
1961,"['check', 'ascii', 'beware', 'propaganda', 'research']"
1962,"['communist', 'china', 'xi', 'communist', 'russia', 'squid']"
1963,"['throw', 'art', 'collectible', 'mint']"
1964,"['latest', 'sat', 'imagery']"
1965,"['update', 'satellite', 'image', 'confirming', 'claim', 'confirmed', 'spokesman', 'international', 'committee', 'red', 'cross', 'building', 'red', 'cross', 'building']"
1966,"['pentagon', 'withdrawing', 'nuclear', 'site']"
1967,"['west', 'society', 'interbank', 'financial', 'telecommunication', 'swift', 'china', 'russia', 'system', 'transfer', 'financial', 'may', 'cross', 'border', 'interbank', 'payment', 'system']"
1968,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1969,"['throw', 'art', 'collectible', 'mint']"
1970,"['complete', 'closure', 'border', 'ambassador']"
1971,"['foreign', 'minister', 'visit', 'foreign', 'minister', 'set', 'begin', 'two', 'day', 'official', 'visit', 'today']"
1972,"['russia', 'next', 'north']"
1973,"['first', 'flight', 'leg', 'mark', 'hei', 'jet', 'went', 'longer', 'route', 'around', 'returned', 'aviation', 'space', 'politics']"
1974,"['spotted', 'international', 'airport', 'way', 'march', 'concert', 'perform', 'new', 'collaboration', 'bam', 'bam', 'live', 'together', 'first', 'time', 'b']"
1975,"['video', 'one', 'time', 'someone', 'actually', 'traveled', 'buzzer', 'site', 'right', 'outside', 'radio', 'russia']"
