,0
8302,"['un', 'currently', 'investigating', 'cluster', 'munitions', 'used', 'russia', 'said', 'added', 'water', 'administrative', 'shelling']"
8303,"['pentagon', 'source', 'leaving', 'unnamed', 'pentagon', 'source', 'said', 'begun', 'leave', 'territory', 'disabled', 'nuclear', 'power', 'plant', 'withdraw', 'territory']"
8304,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8305,"['head', 'republic', 'desperately', 'people', 'think', 'fighting', 'first', 'lied', 'near', 'seen', 'picture', 'realizing']"
8306,"['sniper', 'reportedly', 'headquarters', 'least', 'confirmed', 'armed', 'federation']"
8307,"['artillery', 'bunch', 'hardware', 'self', 'recovery', 'vehicle']"
8308,"['director', 'latest', 'bond', 'film', 'time', 'die', 'came', 'world', 'central', 'kitchen', 'project', 'provide', 'food', 'response', 'humanitarian', 'climate', 'community', 'crises']"
8309,"['son', 'cried', 'times', 'talk', 'woman', 'sexually', 'agreed', 'one', 'reason', 'dispel', 'rape', 'shocking', 'true']"
8310,"['million', 'people', 'left', 'since', 'beginning', 'full', 'scale', 'invasion', 'warfare', 'un', 'assistant', 'secretary', 'general', 'humanitarian', 'empower']"
8311,"['son', 'cried', 'times', 'talk', 'woman', 'sexually', 'agreed', 'one', 'reason', 'dispel', 'rape', 'shocking', 'true']"
8312,"['used', 'anti', 'personnel', 'mines', 'eastern', 'region', 'human', 'watch', 'human', 'watch', 'said', 'russia', 'mines', 'disposal', 'kill', 'wound', 'people', 'within', 'radius']"
8313,"['fact', 'badly', 'russia', 'brag', 'openly']"
8314,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8315,"['trump', 'love', 'russia', 'driven', 'fact', 'much', 'basically', 'bought', 'thus', 'control', 'favor', 'vote', 'russia', 'lose', 'whole', 'hell', 'lot']"
8316,"['believe', 'last', 'least', 'long', 'rebuild', 'want', 'tell', 'attack', 'innocent', 'country', 'based', 'search', 'found', 'russia']"
8317,"['one', 'time', 'war', 'follow', 'warfare', 'russia', 'deliberately', 'building', 'marked', 'red', 'cross']"
8318,"['raping', 'showing', 'world', 'dark', 'side', 'russia', 'evil', 'violence', 'far', 'pervasive', 'society', 'would', 'care', 'admit', 'war', 'must', 'turned']"
8319,"['anonymous', 'legion', 'forgive', 'forget', 'expect', 'us', 'anonymous']"
8320,"['shelled', 'city', 'civilian', 'shopping', 'governor', 'war', 'russia']"
8321,"['whole', 'city', 'butcher', 'go', 'cleaver', 'genius', 'dirt', 'yet', 'crystal', 'clear', 'true', 'leader']"
8322,"['literally', 'worst', 'night', 'shelling', 'sleep', 'get', 'say', 'pull', 'back']"
8323,"['previously', 'unseen', 'chemical', 'reconnaissance', 'vehicle', 'cargo', 'trucks', 'two', 'believe', 'first', 'tank', 'type', 'since', 'day', 'one']"
8324,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8325,"['pentagon', 'source', 'leaving', 'unnamed', 'pentagon', 'source', 'said', 'begun', 'leave', 'territory', 'disabled', 'nuclear', 'power', 'plant', 'withdraw', 'territory']"
8326,"['year', 'old', 'girl', 'said', 'drunk', 'one', 'one', 'several', 'moreover', 'husband', 'yet', 'buried', 'four', 'year', 'old', 'son', 'boiler', 'house', 'slept', 'ran', 'away', 'son']"
8327,"['year', 'old', 'girl', 'said', 'drunk', 'one', 'one', 'several', 'moreover', 'husband', 'yet', 'buried', 'four', 'year', 'old', 'son', 'boiler', 'house', 'slept', 'ran', 'away', 'son']"
8328,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8329,"['break', 'every', 'peace', 'long', 'time', 'people', 'romanticize', 'war', 'fact', 'times', 'come', 'people', 'fill']"
8330,"['volunteer', 'may', 'rest', 'peace']"
8331,"['warning', 'graphic', 'video', 'population', 'living', 'outside', 'major', 'poor', 'invasion', 'opportunity', 'steal', 'something', 'bring', 'home', 'video']"
8332,"['today', 'good', 'time', 'reminder', 'russia', 'everything', 'appear', 'good', 'guy', 'humanitarian', 'needless', 'war', 'gain', 'single', 'inch', 'territory', 'sanction', 'relief', 'regroup', 'till', 'later']"
8333,"['thread', 'first', 'first', 'go', 'streets', 'protest', 'show', 'support', 'pressure', 'government', 'provide', 'military', 'aid', 'impose', 'russia', 'total', 'disconnection', 'swift', 'oil', 'ban']"
8334,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8335,"['people', 'avoid', 'mines', 'left', 'russia']"
8336,"['today', 'control', 'terrain', 'terrain', 'around', 'northwest', 'result', 'observing', 'new', 'data', 'recent', 'gains']"
8337,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8338,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8339,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8340,"['ruined', 'illegally', 'people', 'russia', 'still', 'trapped']"
8341,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8342,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8343,"['year', 'old', 'girl', 'said', 'drunk', 'one', 'one', 'several', 'moreover', 'husband', 'yet', 'buried', 'four', 'year', 'old', 'son', 'boiler', 'house', 'slept', 'ran', 'away', 'son']"
8344,"['likely', 'recently', 'work', 'dropping', 'munitions']"
8345,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8346,"['china', 'sent', 'west', 'suggesting', 'distinct', 'russia', 'actual', 'ideology', 'leadership', 'daylight', 'central', 'focus', 'us', 'led', 'order', 'v']"
8347,"['believe', 'anyone', 'trust', 'beautiful', 'verbal', 'real', 'situation', 'battlefield', 'important', 'thing', 'give', 'anything', 'fight', 'every', 'meter', 'land', 'every', 'person']"
8348,"['let', 'sink', 'trump', 'help', 'narcissistic', 'pathological']"
8349,"['ongoing', 'aggression', 'military', 'equipment', 'city']"
8350,"['mine', 'clearing', 'vehicle', 'army', 'totally']"
8351,['war']
8352,"['lucky', 'tank', 'one', 'protective', 'turret', 'could', 'lot', 'worse']"
8353,"['former', 'president', 'trump', 'never', 'president', 'stooge', 'ran', 'treasonous', 'regime', 'assets', 'prosecute', 'partner', 'trump', 'collins']"
8354,"['tank', 'burning', 'hit', 'thing', 'stand', 'near', 'though']"
8355,"['military', 'engineering', 'vehicle', 'lost', 'army', 'tractor', 'per', 'tradition']"
8356,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8357,"['artillery', 'bunch', 'hardware', 'self', 'recovery', 'vehicle']"
8358,"['hard', 'keeping', 'hey']"
8359,"['fascist', 'killer', 'wave', 'flag', 'want', 'feel', 'sick', 'stupidity', 'russia']"
8360,"['fascist', 'still', 'congress', 'prosecute', 'every', 'damn', 'one', 'house', 'murder', 'marco', 'something', 'garland', 'family']"
8361,"['media', 'would', 'think', 'power', 'would', 'dare', 'bring', 'bad', 'news', 'wrath', 'like', 'palace', 'intrigue', 'interested', 'real', 'picture', 'protecting']"
8362,"['continuously', 'growing', 'threat', 'china', 'russia', 'well', 'various', 'unattributed', 'used', 'various', 'war', 'related', 'effort', 'get', 'open', 'malicious', 'click', 'malicious', 'links']"
8363,"['fierce', 'battle', 'traffic', 'light']"
8364,"['uncommon', 'vehicle', 'articulated', 'terrain', 'vehicle']"
8365,"['ruined', 'illegally', 'people', 'russia', 'still', 'trapped']"
8366,"['breaking', 'beyond', 'reasonable', 'doubt', 'navy', 'alligator', 'class', 'landing', 'ship', 'exploded', 'reportedly', 'ballistic', 'missile', 'strike', 'two', 'class', 'also', 'present', 'sailing', 'away', 'fire']"
8367,"['new', 'casualty', 'war', 'gen', 'near', 'march', 'russia']"
8368,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8369,"['least', 'railway', 'throughout', 'recent', 'days', 'today', 'apology', 'people', 'propaganda', 'people', 'detention', 'mean', 'criminal', 'case']"
8370,"['military', 'engineering', 'vehicle', 'lost', 'army', 'tractor', 'per', 'tradition']"
8371,"['tank', 'memorial', 'soviet', 'berlin', 'covered', 'flag', 'embassy', 'sent', 'note', 'protest', 'berlin', 'tank', 'city']"
8372,"['today', 'control', 'terrain', 'terrain', 'around', 'northwest', 'result', 'observing', 'new', 'data', 'recent', 'gains']"
8373,"['tank', 'memorial', 'soviet', 'berlin', 'covered', 'flag', 'embassy', 'sent', 'note', 'protest', 'berlin', 'tank', 'city']"
8374,"['world', 'like', 'drone', 'footage', 'shot', 'city']"
8375,"['worst', 'president', 'history']"
8376,"['tank', 'burning', 'hit', 'thing', 'stand', 'near', 'though']"
8377,"['middle', 'war', 'cat', 'human']"
8378,"['abject', 'failure', 'completely', 'unaware', 'disaster', 'let', 'march', 'right', 'bad', 'bad', 'way', 'suffer']"
8379,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8380,"['accidentally', 'shooting', 'aircraft', 'senseless', 'war', 'russia']"
8381,"['major', 'problem', 'fascist', 'ultra', 'nationalism', 'year', 'ago', 'month', 'multiple', 'soccer', 'notorious', 'mass', 'murder', 'ethnic', 'cleansing']"
8382,"['days', 'since', 'declared', 'cessation', 'informed', 'days', 'since', 'truce', 'troop', 'build', 'zero', 'trucks', 'food', 'medicine', 'days', 'days', 'siege', 'dumb', 'worse']"
8383,"['engaged', 'respond', 'war', 'violence', 'cloud', 'never', 'new', 'remarkable', 'life', 'streaming', 'peace']"
8384,"['media', 'would', 'think', 'power', 'would', 'dare', 'bring', 'bad', 'news', 'wrath', 'like', 'palace', 'intrigue', 'interested', 'real', 'picture', 'protecting']"
8385,"['lieutenant', 'ken', 'ree', 'former', 'seal', 'operator', 'currently', 'fighting', 'part', 'foreign', 'legion']"
8386,"['least', 'railway', 'throughout', 'recent', 'days', 'today', 'apology', 'people', 'propaganda', 'people', 'detention', 'mean', 'criminal', 'case']"
8387,"['great', 'song', 'rotting', 'streets', 'along', 'civilian', 'may', 'rot', 'hell', 'war']"
8388,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8389,"['million', 'quarter', 'holocaust', 'came', 'country', 'erecting', 'holocaust', 'astounding', 'pace', 'nearly', 'every', 'week', 'several', 'hundred', 'forward', 'magazine']"
8390,"['russia', 'bombed', 'food', 'storage', 'everything', 'sight', 'yes', 'even', 'red', 'cross', 'drunk', 'broken', 'men', 'several', 'times', 'even', 'disgusting', 'vermin', 'barbarian']"
8391,"['thread', 'first', 'first', 'go', 'streets', 'protest', 'show', 'support', 'pressure', 'government', 'provide', 'military', 'aid', 'impose', 'russia', 'total', 'disconnection', 'swift', 'oil', 'ban']"
8392,"['war', 'start', 'exact', 'coup', 'us', 'state', 'secret', 'brutal', 'russia', 'n', 'speaking', 'population', 'war', 'even']"
8393,"['major', 'problem', 'fascist', 'ultra', 'nationalism', 'year', 'ago', 'month', 'multiple', 'soccer', 'notorious', 'mass', 'murder', 'ethnic', 'cleansing']"
8394,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8395,"['long', 'recover', 'war', 'long', 'time', 'separate', 'obstruct', 'inside']"
8396,"['let', 'forget', 'imperialistic', 'evil', 'deliberately', 'turned', 'cesspool', 'provoke', 'russia', 'evil', 'capitalist', 'power', 'hungry', 'scum']"
8397,"['considered', 'war', 'crime', 'truly', 'greed', 'power', 'ruined', 'moral', 'compass', 'ever', 'one']"
8398,"['russia', 'missile', 'artillery', 'armament', 'region', 'russia', 'video', 'via', 'plus']"
8399,"['army', 'another', 'tank', 'javelin', 'time', 'turret', 'merely', 'little']"
8400,['russia']
8401,"['video', 'war', 'important', 'thing', 'get', 'alive', 'soldier']"
8402,"['thread', 'first', 'first', 'go', 'streets', 'protest', 'show', 'support', 'pressure', 'government', 'provide', 'military', 'aid', 'impose', 'russia', 'total', 'disconnection', 'swift', 'oil', 'ban']"
8403,"['county', 'commission', 'action', 'rumble', 'grant', 'proposal', 'rally', 'via', 'protest', 'light', 'blue', 'yellow', 'wearing', 'national', 'colors', 'holding', 'flag']"
8404,"['link', 'leak', 'last', 'comes', 'long', 'casino', 'hack', 'attached', 'image', 'beautifully', 'written']"
8405,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8406,"['son', 'cried', 'times', 'talk', 'woman', 'sexually', 'agreed', 'one', 'reason', 'dispel', 'rape', 'shocking', 'true']"
8407,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8408,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8409,"['fierce', 'battle', 'traffic', 'light']"
8410,"['lucky', 'tank', 'one', 'protective', 'turret', 'could', 'lot', 'worse']"
8411,"['data', 'set', 'like', 'many', 'transparency', 'russia', 'lately', 'provided', 'anonymous', 'response', 'invasion', 'war']"
8412,"['example', 'poison', 'youth', 'speak', 'soft', 'soothing', 'voice', 'play', 'piece', 'lighthearted', 'music', 'violence', 'hate', 'innocent']"
8413,"['president', 'important', 'free', 'energy', 'public']"
8414,"['middle', 'war', 'cat', 'human']"
8415,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8416,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8417,"['good', 'buddy', 'good', 'long', 'something', 'tweet', 'get', 'devastation', 'poor', 'poor', 'people', 'bravo', 'encore']"
8418,"['corridor', 'organized', 'regime', 'highway', 'anti', 'tank', 'mines', 'criminal', 'elsewhere', 'russia']"
8419,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8420,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
8421,"['trump', 'far', 'benedict', 'notorious', 'traitor', 'famously', 'said', 'lead', 'back', 'even', 'many', 'turned', 'russia', 'leader', 'trump', 'ca', 'let', 'go']"
8422,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
8423,"['month', 'russia', 'devastating', 'invasion', 'military', 'seeing']"
8424,"['tank', 'memorial', 'soviet', 'berlin', 'covered', 'flag', 'embassy', 'sent', 'note', 'protest', 'berlin', 'tank', 'city']"
8425,"['believe', 'anyone', 'trust', 'beautiful', 'verbal', 'real', 'situation', 'battlefield', 'important', 'thing', 'give', 'anything', 'fight', 'every', 'meter', 'land', 'every', 'person']"
8426,"['arse', 'throw', 'anyone', 'prison', 'aside', 'still', 'propaganda', 'misinformation', 'lying', 'dictator', 'dictatorship', 'survey', 'russia']"
8427,"['corridor', 'organized', 'regime', 'highway', 'anti', 'tank', 'mines', 'criminal', 'elsewhere', 'russia']"
8428,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8429,"['bombed', 'red', 'cross', 'warehouse', 'disgusting', 'every', 'day']"
8430,"['satellite', 'red', 'cross', 'warehouse']"
8431,"['history', 'people', 'even', 'far', 'away', 'however', 'believe', 'russia', 'propaganda', 'never', 'exclusion', 'zone', 'safe']"
8432,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8433,"['seem', 'people', 'money', 'power', 'never', 'satisfied', 'take', 'much', 'pleasure', 'hateful']"
8434,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8435,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8436,"['warehouse', 'center', 'working', 'around', 'clock', 'get', 'critical', 'people', 'senseless', 'war', 'severely', 'limiting', 'ability', 'feed', 'people', 'need', 'border', 'around', 'world']"
8437,"['tank', 'memorial', 'soviet', 'berlin', 'covered', 'flag', 'embassy', 'sent', 'note', 'protest', 'berlin', 'tank', 'city']"
8438,"['raping', 'showing', 'world', 'dark', 'side', 'russia', 'evil', 'violence', 'far', 'pervasive', 'society', 'would', 'care', 'admit', 'war', 'must', 'turned']"
8439,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8440,"['world', 'like', 'drone', 'footage', 'shot', 'city']"
8441,"['link', 'leak', 'last', 'comes', 'long', 'casino', 'hack', 'attached', 'image', 'beautifully', 'written']"
8442,"['going', 'trump', 'would', 'reach', 'war', 'since', 'war', 'approval', 'rating', 'plummeted', 'around', 'percent', 'really', 'starting', 'believe', 'real']"
8443,"['trapped', 'seen', 'recent', 'little', 'electricity', 'running', 'water', 'heat', 'effectively', 'laid', 'siege', 'city']"
8444,"['seen', 'close', 'central', 'train', 'station', 'used', 'base', 'week', 'town', 'control']"
8445,"['news', 'point', 'finger', 'eu', 'looming']"
8446,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8447,"['thread', 'first', 'first', 'go', 'streets', 'protest', 'show', 'support', 'pressure', 'government', 'provide', 'military', 'aid', 'impose', 'russia', 'total', 'disconnection', 'swift', 'oil', 'ban']"
8448,"['raping', 'showing', 'world', 'dark', 'side', 'russia', 'evil', 'violence', 'far', 'pervasive', 'society', 'would', 'care', 'admit', 'war', 'must', 'turned']"
8449,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8450,"['million', 'people', 'left', 'since', 'beginning', 'war', 'people', 'left', 'million', 'thousand', 'thousand', 'according', 'un', 'received', 'time']"
8451,"['tank', 'artillery', 'fire']"
8452,"['war', 'war']"
8453,"['director', 'latest', 'bond', 'film', 'time', 'die', 'came', 'world', 'central', 'kitchen', 'project', 'provide', 'food', 'response', 'humanitarian', 'climate', 'community', 'crises']"
8454,"['group', 'special', 'sabotage', 'attention', 'drawn', 'large', 'number', 'checkers', 'detonation', 'military', 'russia']"
8455,"['took', 'shall', 'fight', 'shall', 'fight', 'today', 'parliament', 'think', 'say', 'time']"
8456,"['well', 'known', 'used', 'descent', 'even', 'better', 'president', 'difficult', 'accuse', 'matter', 'territory']"
8457,"['us', 'secretary', 'review', 'regional', 'worsening', 'humanitarian', 'situation', 'join', 'broadcast']"
8458,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
8459,"['took', 'turns', 'raping', 'woman', 'several', 'days', 'front', 'year', 'old', 'son', 'later', 'wounds', 'source', 'defense', 'ministry']"
8460,"['wreck', 'near', 'region']"
8461,"['mine', 'clearing', 'vehicle', 'army', 'totally']"
8462,"['literally', 'figuratively', 'blast', 'crazy']"
8463,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8464,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8465,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8466,"['literally', 'worst', 'night', 'shelling', 'sleep', 'get', 'say', 'pull', 'back']"
8467,"['profiting', 'war']"
8468,"['high', 'enter', 'residence', 'protest']"
8469,"['battlefield', 'region', 'village', 'occupation', 'almost', 'month']"
8470,"['infantry', 'fighting', 'vehicle']"
8471,"['teaching', 'war', 'broke', 'tried', 'escape', 'turkey', 'military', 'days', 'finally', 'prime', 'share', 'story', 'russia']"
8472,"['soviet', 'union', 'modern', 'empire', 'taken', 'red', 'forest', 'radioactive', 'dust', 'point', 'russia']"
8473,"['un', 'composition', 'independent', 'commission', 'investigate', 'possible', 'war', 'team', 'given', 'year', 'long', 'mandate', 'investigate', 'human', 'possible', 'war']"
8474,"['long', 'recover', 'war', 'long', 'time', 'separate', 'obstruct', 'inside']"
8475,"['russia', 'liberation', 'operation', 'pure', 'destruction']"
8476,"['tank', 'burning', 'hit', 'thing', 'stand', 'near', 'though']"
8477,"['bought', 'million', 'oil', 'russia', 'important', 'like', 'us', 'busy', 'hurting', 'afford', 'sanction']"
8478,"['russia', 'murder', 'genocide', 'destruction', 'stay', 'un', 'security', 'council', 'russia', 'threat', 'global', 'security']"
8479,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
8480,['hell']
8481,"['corridor', 'organized', 'regime', 'highway', 'anti', 'tank', 'mines', 'criminal', 'elsewhere', 'russia']"
8482,"['war', 'sixth', 'week', 'number', 'decided', 'taking', 'residence', 'eu', 'rise']"
8483,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
8484,"['link', 'leak', 'last', 'comes', 'long', 'casino', 'hack', 'attached', 'image', 'beautifully', 'written']"
8485,"['doge', 'resistance', 'men', 'material', 'tactics', 'beyond', 'end', 'lost', 'territory', 'russia', 'start', 'war']"
8486,"['show', 'russia', 'path', 'destruction', 'put', 'perspective', 'non']"
8487,"['media', 'would', 'think', 'power', 'would', 'dare', 'bring', 'bad', 'news', 'wrath', 'like', 'palace', 'intrigue', 'interested', 'real', 'picture', 'protecting']"
8488,"['like', 'old', 'confused', 'population', 'approve', 'invasion', 'making', 'war', 'global', 'community', 'fail', 'world', 'order', 'leadership', 'poor', 'judgment', 'incompetence']"
8489,"['storm', 'building', 'settled']"
8490,"['accurate', 'mortar', 'fire', 'separate', 'brigade', 'landing', 'least', 'appear', 'indirect', 'fire', 'often', 'corrected', 'case']"
8491,"['director', 'latest', 'bond', 'film', 'time', 'die', 'came', 'world', 'central', 'kitchen', 'project', 'provide', 'food', 'response', 'humanitarian', 'climate', 'community', 'crises']"
8492,"['trump', 'far', 'benedict', 'notorious', 'traitor', 'famously', 'said', 'lead', 'back', 'even', 'many', 'turned', 'russia', 'leader', 'trump', 'ca', 'let', 'go']"
8493,"['world', 'worst', 'nuclear', 'accident', 'article', 'life', 'current', 'worth', 'read', 'light', 'russia', 'invasion', 'impact', 'red', 'forest']"
8494,"['russia', 'said', 'confirmed', 'need', 'ensure', 'non', 'nuclear', 'non', 'bloc', 'status', 'resolved', 'russia', 'goal', 'put', 'end', 'war']"
8495,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8496,"['collapse', 'north', 'lot', 'russia']"
8497,"['wow', 'media', 'say', 'russia', 'early', 'march', 'carrying', 'nuclear']"
8498,"['un', 'composition', 'independent', 'commission', 'investigate', 'possible', 'war', 'team', 'given', 'year', 'long', 'mandate', 'investigate', 'human', 'possible', 'war']"
8499,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8500,"['russia', 'said', 'confirmed', 'need', 'ensure', 'non', 'nuclear', 'non', 'bloc', 'status', 'resolved', 'russia', 'goal', 'put', 'end', 'war']"
8501,"['russia', 'war', 'aggression', 'criminal', 'offense', 'anyone', 'publicly', 'war', 'may', 'liable', 'prosecution', 'z', 'symbol', 'german', 'security', 'keeping', 'eye', 'use', 'symbol', 'ministry', 'interior']"
8502,"['life', 'allies', 'shoot', 'back', 'posted', 'viral', 'message', 'joining', 'fight']"
8503,"['heavy', 'flee']"
8504,"['literally', 'worst', 'night', 'shelling', 'sleep', 'get', 'say', 'pull', 'back']"
8505,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8506,"['march', 'besieged', 'city', 'three', 'battle', 'among', 'dead', 'source', 'staff']"
8507,"['snake', 'head', 'become', 'must', 'militarily', 'defend', 'fall', 'later']"
8508,"['seven', 'suffering', 'acute', 'radiation', 'syndrome', 'exclusion', 'zone', 'source', 'member', 'public', 'council', 'state', 'agency', 'exclusion', 'zone', 'via', 'news', 'agency']"
8509,"['somewhere', 'east', 'country', 'another', 'vehicle']"
8510,"['another', 'horrific', 'story', 'woman', 'son', 'husband', 'got', 'got', 'days', 'room', 'survive', 'stopped', 'talking', 'boy', 'hospital']"
8511,"['trump', 'far', 'benedict', 'notorious', 'traitor', 'famously', 'said', 'lead', 'back', 'even', 'many', 'turned', 'russia', 'leader', 'trump', 'ca', 'let', 'go']"
